"desc_archivo","nro_veces",,,,
ACTA 1 SIE 088-20,1,,,,
,,,,,
ACTA 1 SIE 135.pdf,1,,,,
,,,,,
ACTA 1 SIE 191.pdf,1,,,,
,,,,,
ACTA 1 SIE 753.pdf,1,,,,
,,,,,
ACTA 1 SIE-HEEE-017-2022,1,,,,
,,,,,
ACTA1 SIE-REP-005-2015,1,,,,
,,,,,
ACTA 1 SIE-REP-009-2015,1,,,,
,,,,,
ACTA 1-signed-signed-signed,1,,,,
,,,,,
ACTA 1 Y 2 NOTIFICACION DELEGACION,1,,,,
,,,,,
ACTA 1 Y 2 SIE 445.pdf,1,,,,
,,,,,
ACTA 1 Y RESOL MODIFICATORIA,1,,,,
,,,,,
Acta 201 DESIERTO SIE-HDGDZ-MED-89-10,1,,,,
,,,,,
Acta 202 DESIERTO SIE-HDGDZ-INST-92-10,1,,,,
,,,,,
Acta 206 DESIERTO SIE-HDGDZ-MAL-87-10,1,,,,
,,,,,
Acta 227 DESIERTO SIE-HDGDZ-MATLAB-MET-104-10,1,,,,
,,,,,
Acta 236 DESIERTO SIE-HDGDZ-MED-101-10,1,,,,
,,,,,
Acta 237 DESIERTO SIE-HDGDZ-MED-105-10,1,,,,
,,,,,
Acta 246 DESIERTO SIE-HDGDZ-LABCI-113-2010,1,,,,
,,,,,
Acta 251 DESIERTO SIE-HDGDZ-LABCI-114-2010,1,,,,
,,,,,
ACTA 256,1,,,,
,,,,,
Acta 2 570.pdf,1,,,,
,,,,,
acta 26,1,,,,
,,,,,
ACTA 260,1,,,,
,,,,,
ACTA 261,1,,,,
,,,,,
ACTA 265 DESIERTA,1,,,,
,,,,,
ACTA 267 DESIERTA,1,,,,
,,,,,
ACTA 270,1,,,,
,,,,,
ACTA 271,1,,,,
,,,,,
acta 272,1,,,,
,,,,,
ACTA 273,1,,,,
,,,,,
ACTA 274,1,,,,
,,,,,
ACTA 275,1,,,,
,,,,,
ACTA 277,1,,,,
,,,,,
ACTA 278,1,,,,
,,,,,
ACTA 279,1,,,,
,,,,,
ACTA 27 DISPOSITIVOS,1,,,,
,,,,,
ACTA 282,1,,,,
,,,,,
ACTA 283,1,,,,
,,,,,
ACTA 286,1,,,,
,,,,,
ACTA 287,1,,,,
,,,,,
ACTA 288,1,,,,
,,,,,
ACTA 290,1,,,,
,,,,,
ACTA 292,1,,,,
,,,,,
ACTA 294,1,,,,
,,,,,
ACTA 295,1,,,,
,,,,,
ACTA 296,1,,,,
,,,,,
ACTA 297,1,,,,
,,,,,
ACTA 298,1,,,,
,,,,,
ACTA 2A,1,,,,
,,,,,
ACTA 2 A 5 CON ANEXOS,1,,,,
,,,,,
ACTA 2 ACTA APERTURA,1,,,,
,,,,,
ACTA 2_ACTA DE APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 2 - ACTA DE APERTURA DE OFERTAS,1,,,,
,,,,,
acta 2 Acta de preguntas respeustas y aclaraciones,1,,,,
,,,,,
Acta 2 aperrtura de ofertas,1,,,,
,,,,,
acta 2 apertura,1,,,,
,,,,,
ACTA_2_APERTURA,1,,,,
,,,,,
Acta 2 apertura 077,1,,,,
,,,,,
Acta 2 apertura 112,1,,,,
,,,,,
Acta 2 apertura 614.pdf,1,,,,
,,,,,
Acta 2 apertura 699.pdf,1,,,,
,,,,,
ACTA 2 APERTURA CONVALIDACION,1,,,,
,,,,,
ACTA 2 _ APERTURA DE OFERRTAS,1,,,,
,,,,,
acta 2 apertura de ofertas,1,,,,
,,,,,
Acta 2 APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 2-APERTURA DE OFERTAS,1,,,,
,,,,,
"ACTA 2 ""APERTURA DE OFERTAS""",1,,,,
,,,,,
ACTA 2 -APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 2 Apertura de ofertas 100-signed,1,,,,
,,,,,
ACTA 2 Apertura de ofertas 112-signed,1,,,,
,,,,,
ACTA 2 Apertura de ofertas 119,1,,,,
,,,,,
Acta 2 APERTURA DE OFERTAS 120,1,,,,
,,,,,
ACTA 2 Apertura de ofertas130-signed.pdf,1,,,,
,,,,,
ACTA 2 Apertura de Ofertas 168,1,,,,
,,,,,
ACTA 2 Apertura de ofertas 258,1,,,,
,,,,,
ACTA 2 Apertura de ofertas HEPARINA -signed.pdf,1,,,,
,,,,,
ACTA 2 APERTURA DE OFERTA SIE-ISSFA-045-2022-signed,1,,,,
,,,,,
ACTA 2 Apertura de ofertas -signed.pdf,1,,,,
,,,,,
Acta 2 - Apertura de ofertas-signed-signed,1,,,,
,,,,,
ACTA 2 APERTURA DE OFERTAS Y 3 CONVALIDACION DE ERRORES SIE 694.pdf,1,,,,
,,,,,
Acta 2 apertura de ofertas y convalidacion errores,1,,,,
,,,,,
ACTA 2 APERTURA DE OFERTAS Y RECOMENDACI�N DE DECLARATORIA DE DESIERTO CON ANEXOS,1,,,,
,,,,,
ACTA 2 APERTURA DE OFERTA Y CONVALIDACION,1,,,,
,,,,,
ACTA 2.APERTURA DE OFERTA Y CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA2 APERTURA DE SOBRES,1,,,,
,,,,,
"ACTA 2, APERTURA DE SOBRES",1,,,
,,,,,
acta 2 apertura ofertas,1,,,,
,,,,,
Acta 2 Apertura Ofertas Convalidacion,1,,,,
,,,,,
Acta 2 apertura remifentanilo 148,1,,,,
,,,,,
ACTA 2 APERTURA validada,1,,,,
,,,,,
ACTA 2 APERTURA Y CONVALIDACI�N,1,,,,
,,,,,
Acta 2 Apertura y Convalidacion de Errores,1,,,,
,,,,,
ACTA 2 APERTURA Y CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 2 APERTUTA OFERTAS,1,,,,
,,,,,
ACTA 2 CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 2 CHOMPAS,1,,,,
,,,,,
ACTA 2 CIERRE,1,,,,
,,,,,
Acta 2 cierre apertura de ofertas,1,,,,
,,,,,
Acta 2 Cierre de Ofertas,1,,,,
,,,,,
Acta 2 cierre de ofertas SIE-ABG-007-2022-signed,1,,,,
,,,,,
ACTA 2 CIERRE DE RECEPCION,1,,,,
,,,,,
Acta 2 Cierre de recepcion de ofertas,1,,,,
,,,,,
ACTA 2 CIERRE DE RECEPCION DE OFERTAS_1,1,,,,
,,,,,
ACTA 2 CIERRE RECEPCION DE OFERTAS,1,,,,
,,,,,
ACTA 2 CONOCIMIENTO,1,,,,
,,,,,
ACTA 2 CONOCIMIENTO DEL OFICIO Nro. SERCOP-DSP-2021-3670-OF,1,,,,
,,,,,
ACTA 2 CONVALIDACION,1,,,,
,,,,,
ACTA 2 CONVALIDACION DE ERRORES 045,1,,,,
,,,,,
Acta 2 convalidacion de errores ANEXO,1,,,,
,,,,,
ACTA 2 CONVALIDACION Y CALIFICACION,1,,,,
,,,,,
ACTA 2 DE APERTURA DE SOBRES,1,,,,
,,,,,
Acta 2 de apertura proceso SIE-06-2022,1,,,,
,,,,,
ACTA 2 DE APERTURA Y CONVALIDACI�N,1,,,,
,,,,,
ACTA 2 DE CIERRE,1,,,,
,,,,,
Acta 2 de Cierre de Ofertas,1,,,,
,,,,,
ACTA 2 DE CIERRE DE OFERTAS SIE-ABG-001-2021-signed,1,,,,
,,,,,
ACTA 2 DE CIERRE DE OFERTAS SIE-ABG-004-2021-signed,1,,,,
,,,,,
ACTA 2 DECLARATORIA DESIERTO,1,,,,
,,,,,
ACTA 2 DE LA SESION DE PREGUNTAS Y ACLARACIONES.pdf,1,,,,
,,,,,
acta_2_de_proceso_sie-cnelglr-021-21-APERTURA,1,,,,
,,,,,
Acta 2 e Informe de recomendacion,1,,,,
,,,,,
ACTA 2 E INFORME DE RECOMENDACION,1,,,,
,,,,,
ACTA 2 GENERADORES-signed-signed-signed,1,,,,
,,,,,
ACTA 2 INFORME COMISION,1,,,,
,,,,,
ACTA 2 INFORME DE DECLARATORIA DESIERTO,1,,,,
,,,,,
ACTA 2 PREGUNTAS RESPUESTAS ACLARACIONES SIE 065 F,1,,,,
,,,,,
ACTA 2 PREGUNTAS RESPUESTAS ACLARACIONES SIE 080-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 2 Preguntas Respuestas y Aclaraciones,1,,,,
,,,,,
Acta 2 preguntas respuestas y aclaraciones 706.pdf,1,,,,
,,,,,
ACTA 2 Preguntas respuestas y aclaraciones BATAS.pdf,1,,,,
,,,,,
ACTA 2 PREGUNTAS RESPUESTAS Y ACLARACIONES.pdf,1,,,,
,,,,,
ACTA 2 Preguntas respuestas y aclaraciones -signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 2 PREGUNTAS Y ACLARACIONES CONECTOR-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 2 PREGUNTAS Y RESPUESTAS,1,,,,
,,,,,
ACTA 2 PRESENTACION DE OFERTAS,1,,,,
,,,,,
ACTA 2 RECEPCION APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 2 RECEPCI�N DE OFERTA,1,,,,
,,,,,
Acta 2 Recepci�n de Ofertas,1,,,,
,,,,,
ACTA 2 RECEPCI�N Y APERTURA DE OFERTAS,1,,,,
,,,,,
Acta 2 Recepcion y Apertura de Ofertas Ampicilina,1,,,,
,,,,,
ACTA 2 RECEPCION Y APERTURA DE OFERTAS_compressed,1,,,,
,,,,,
Acta 2 Recepci�n y apertura de Ofertas-FIRMADA,1,,,,
,,,,,
Acta 2 Recepcion y Apertura de Ofertas Limpieza,1,,,,
,,,,,
Acta 2 Recepci�n y Apertura de Ofertas Mallas,1,,,,
,,,,,
Acta 2 Recepci�n y apertura de Ofertas SIE-002-22 firmado,1,,,,
,,,,,
Acta 2 Recepcion y Apertura de Ofertas SIE 108-21-signed-signed-signed,1,,,,
,,,,,
ACTA 2 RECEPCION Y APERTURA DE OFERTAS SIE-UGIPS-2021-010,1,,,,
,,,,,
acta 2 RecepciOn y apertura de Ofertas -signed -signed-signed,1,,,,
,,,,,
Acta 2 Recepcion y apertura de Ofertas-signed-signed-signed,1,,,,
,,,,,
Acta 2 Recepcion y apertura de Ofertas-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 2 RECOMENDACION ADQUISICIONES,1,,,,
,,,,,
acta_2_sesion_extraordinaria_transporte-signed-signed-signed,1,,,,
,,,,,
ACTA 2 SIE 006 apertura-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 2 SIE 048-22 DETERMINACIONES FIRMADA,1,,,,
,,,,,
ACTA 2 SIE 694.pdf,1,,,,
,,,,,
ACTA 2 SIE 753 OK.pdf,1,,,,
,,,,,
ACTA 2 SIE-HEEE-017-2022,1,,,,
,,,,,
ACTA2 SIE-REP-005-2015,1,,,,
,,,,,
ACTA 2 SIE-REP-009-2015,1,,,,
,,,,,
ACTA 2-signed-signed-signed,1,,,,
,,,,,
ACTA 2-SOBRES RECEPCION OFERTAS-ACTA 3-RECOMENDACIONES-SUMILLAS-1,1,,,,
,,,,,
ACTA 2 SUBIR,1,,,,
,,,,,
acta 2 vidrios sie 004,1,,,,
,,,,,
Acta 2 y 3,1,,,,
,,,,,
ACTA 2 Y REGISTRO DE SUMILLA_1,1,,,,
,,,,,
ACTA 2 Y REGISTRO DE SUMILLAS,1,,,,
,,,,,
Acta 3,1,,,,
,,,,,
ACTA3,1,,,,
,,,,,
acta 30,1,,,,
,,,,,
ACTA 301,1,,,,
,,,,,
ACTA 302,1,,,,
,,,,,
ACTA 305,1,,,,
,,,,,
ACTA 306,1,,,,
,,,,,
ACTA 307,1,,,,
,,,,,
ACTA 308,1,,,,
,,,,,
ACTA 309,1,,,,
,,,,,
acta 30.pdf,1,,,,
,,,,,
ACTA 310,1,,,,
,,,,,
Acta 317 DESIERTO SIE-HDGDZ-SEC-125-10,1,,,,
,,,,,
Acta 332 DESIERTO SIE-HDGDZ-129R-10,1,,,,
,,,,,
Acta 339 DESIERTO SIE-HDGDZ-REAHEMA-134-10,1,,,,
,,,,,
Acta 342 DESIERTO SIE-HDGDZ-IMPM-136-10,1,,,,
,,,,,
Acta 344 DESIERTO SIE-HDGDZ-IMPM-137-10,1,,,,
,,,,,
ACTA 39,1,,,,
,,,,,
ACTA 3 ACTA 4 Y ACTA 5,1,,,,
,,,,,
Acta 3 apertura,1,,,,
,,,,,
ACTA 3 APERTURA,1,,,,
,,,,,
Acta 3 apertura 570.pdf,1,,,,
,,,,,
Acta 3 apertura 706.pdf,1,,,,
,,,,,
Acta 3 apertura convalidacion,1,,,,
,,,,,
ACTA 3 APERTURA DE LA OFERTA,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERAS Y ACTA 4 CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 3 - APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS 035-signed-signed-signed-signed-1.pdf,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS_1,1,,,,
,,,,,
ACTA 3 Apertura de ofertas BATAS-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 3 apertura de ofertas ok-signed-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 3 Apertura de ofertas.pdf,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS.pdf,1,,,,
,,,,,
ACTA 3 apertura de ofertas-signed-signed-signed,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 3 apertura de ofertas-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 3 Apertura de ofertas -signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 3 apertura de ofertas-signed-signed-signed-signed-signed ok.pdf,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS Y CONVALIDACION,1,,,,
,,,,,
ACTA 3 APERTURA DE OFERTAS Y RECOMENDACIONES,1,,,,
,,,,,
ACTA 3 APERTURA OFERTAS Y RECOMENDACION DE ADQ,1,,,,
,,,,,
ACTA 3 APERTURA OFERTAS Y RECOMENDACIONES DE ADQUISICIONES,1,,,,
,,,,,
ACTA 3 APERTURA TRANSPORTE-signed-signed-signed-signed_compressed,1,,,,
,,,,,
ACTA 3 CALIFICACION CEMENTO-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 3. CALIFICACION DE OFERTA,1,,,,
,,,,,
ACTA 3 CALIFICACION GENERADORES-signed-signed-signed,1,,,,
,,,,,
ACTA 3 CALIFICACION OFERTAS,1,,,,
,,,,,
acta_3_calificaciOn_sie-010-21,1,,,,
,,,,,
ACTA 3 CALIFICACION TECNICA DE OFERTAS,1,,,,
,,,,,
ACTA 3 CIERRE DE OFERTAS,1,,,,
,,,,,
ACTA 3 CIERRE DE PRESENTACION DE OFERTAS,1,,,,
,,,,,
ACTA 3 CIERRE SIE-86-signed,1,,,,
,,,,,
ACTA3 CON MEMO DE SOLICITUD DE DESIERTO.pdf,1,,,,
,,,,,
ACTA 3 CONOCIMIENTO VERIFICACION HABILITACION RUP,1,,,,
,,,,,
ACTA 3 CONSTANCIA DE CONVALIDACION_FOLIACION,1,,,,
,,,,,
ACTA 3 CONVALIDACI�N,1,,,,
,,,,,
Acta 3 convalidacion 699.pdf,1,,,,
,,,,,
ACTA 3 Convalidacion apositos-signed.pdf,1,,,,
,,,,,
Acta 3 convalidaci�n de errores,1,,,,
,,,,,
ACTA 3 Convalidacion de errores 017,1,,,,
,,,,,
Acta 3 Convalidacion de errores 168,1,,,,
,,,,,
Acta 3 Convalidacion de Errores 2-signed,1,,,,
,,,,,
Acta 3 Convalidacion de errores Anexo,1,,,,
,,,,,
ACTA 3 Convalidacion de errores Anexo,1,,,,
,,,,,
ACTA 3 CONVALIDACION DE ERRORES Anexo,1,,,,
,,,,,
Acta 3 Convalidacion de errores SIE120,1,,,,
,,,,,
Acta 3 Convalidacion de Errores ssssss-signed,1,,,,
,,,,,
acta 3 convalidacion errores,1,,,,
,,,,,
ACTA 3 CONVALIDACIONES OFERTA,1,,,,
,,,,,
acta 3 de apertura,1,,,,
,,,,,
Acta 3 de apertura de ofertas SIE-ABG-007-2022-signed-signed-signed,1,,,,
,,,,,
ACTA 3 DE CALIFICACION,1,,,,
,,,,,
ACTA 3 DE CALIFICACI�N DE OFERTAS,1,,,,
,,,,,
ACTA 3 DE CONVALIDACION DE ERRORES FINAL-signed-signed-signed-signed,1,,,,
,,,,,
Acta 3 de no convalidaci�n de error-signed-signed-signed,1,,,,
,,,,,
acta_3_de_proceso_sie-cnelglr-021-21-CALIFICACION,1,,,,
,,,,,
ACTA 3 EVALUACION,1,,,,
,,,,,
ACTA 3 EVALUACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 3 EVAULUACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 3.pdf,1,,,,
,,,,,
Acta 3 Recepcion de convalidaciones,1,,,,
,,,,,
ACTA 3 RECOMENDACION DESIERTO,1,,,,
,,,,,
ACTA 3 RECOMENDACION DESIERTO SIE-EPMMOP-006-2022,1,,,,
,,,,,
Acta 3 Sesion Apertura de Ofertas,1,,,,
,,,,,
ACTA 3 SESION EXTRAORDINARIA,1,,,,
,,,,,
ACTA 3 SIE 111.pdf,1,,,,
,,,,,
ACTA 3 SIE 534.pdf,1,,,,
,,,,,
ACTA 3 SIE 638.pdf,1,,,,
,,,,,
ACTA 3 SIE-HEEE-017-2022,1,,,,
,,,,,
acta3-signed2-signed-signed,1,,,,
,,,,,
ACTA 3 signed.pdf,1,,,,
,,,,,
ACTA 3 SOLICITUD CONVALIDACION,1,,,,
,,,,,
ACTA 47,1,,,,
,,,,,
ACTA 4 ANALISIS DE SUPENSION,1,,,,
,,,,,
acta 4 apertura convalidacion,1,,,,
,,,,,
ACTA 4 APERTURA CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 4 Apertura Convalidaciones de Errores,1,,,,
,,,,,
ACTA 4 APERTURA DE CONVALIDACION,1,,,,
,,,,,
ACTA 4 APERTURA DE CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 4 APERTURA DE OFERTA,1,,,,
,,,,,
ACTA 4 APERTURA DE OFERTAS,1,,,,
,,,,,
ACTA 4 APERTURA DE SOBRES DE CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 4-AUTORIZACION VERIFICACION PRODUCCION NACIONAL 15-06-2020-signed,1,,,,
,,,,,
Acta 4 Calificacion 045,1,,,,
,,,,,
ACTA 4 Calificacion aposito-signed.pdf,1,,,,
,,,,,
Acta 4 calificacion de oferta,1,,,,
,,,,,
Acta 4 Calificacion de ofertas signed,1,,,,
,,,,,
Acta 4 Calificacion de ofertas-signed,1,,,,
,,,,,
ACTA 4 Calificacion Oferta 017,1,,,,
,,,,,
ACTA 4 Calificacion Oferta Anexo,1,,,,
,,,,,
ACTA 4 Calificacion Oferta Anexo SOCIOS,1,,,,
,,,,,
ACTA 4 CALIFICACION TECNICA DE OFERTAS,1,,,,
,,,,,
Acta 4 calificacion y fe de errata.pdf,1,,,,
,,,,,
ACTA 4 CONOCIMIENTO DEL OFICIO Nro. CNE-DNSMIR-2021-0611-M,1,,,,
,,,,,
ACTA 4 CONVALIDACION,1,,,,
,,,,,
ACTA 4 Convalidaci�n 060 ENZALUTAMIDA,1,,,,
,,,,,
ACTA 4 Convalidacion BATAS-signed-signed-signed.pdf,1,,,,
,,,,,
Acta 4 Convalidaci�n de Errores,1,,,,
,,,,,
ACTA 4 CONVALIDACI�N DE ERRORES,1,,,,
,,,,,
ACTA 4 Convalidacion de errores 035-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 4 CONVALIDACION DE ERRORES SIE 638.pdf,1,,,,
,,,,,
ACTA 4 convalidacion de errores-signed-signed-signed,1,,,,
,,,,,
ACTA 4 CONVALIDACION DE ERRORES-signed-signed-signed.pdf,1,,,,
,,,,,
Acta 4 Convalidacion Errores,1,,,,
,,,,,
ACTA 4 Convalidacion -signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 4 Convalidacion-signed-signed-signed-signed.pdf,1,,,,
,,,,,
Acta 4 de Calificacion -signed-signed-signed-signed,1,,,,
,,,,,
ACTA 4 EVALUACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
Acta 4 Evaluaci�n y Calificaci�n de Ofertas,1,,,,
,,,,,
ACTA 4 INFORME,1,,,,
,,,,,
ACTA 4-INFORME FINAL,1,,,,
,,,,,
ACTA 4 NEGOCIACION,1,,,,
,,,,,
acta 4 rc,1,,,,
,,,,,
ACTA 4 RECEPCION DE CONVALIDACION,1,,,,
,,,,,
Acta 4 Recepcion de Convalidacion 120,1,,,,
,,,,,
Acta 4 Respuesta convalidaci�n de errores,1,,,,
,,,,,
ACTA 4 SIE 110.pdf,1,,,,
,,,,,
ACTA 4 SIE-HEEE-017-2022,1,,,,
,,,,,
Acta 4 vApertura de Convalidaciones,1,,,,
,,,,,
acta 4 vidrios sie 004,1,,,,
,,,,,
acta 4 y 5,1,,,,
,,,,,
ACTA 4 Y 5 SESION DE NEGOCIACION,1,,,,
,,,,,
ACTA 5 ANALISIS,1,,,,
,,,,,
Acta 5 ANEXO 1 ESTADO DE HABILIDADES E INHABILIDADES,1,,,,
,,,,,
ACTA 5 APERTURA,1,,,,
,,,,,
ACTA 5 APERTURA CONVALIDACION,1,,,,
,,,,,
ACTA 5 APERTURA DE CONVALIDACION DE ERRORES Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 5 APERTURA DE CONVALIDACIONES DE ERRORES,1,,,,
,,,,,
Acta 5 Apertura de sobre de convalidacion y Calificacion 680,1,,,,
,,,,,
ACTA 5 APERTURA DE SOBRES DE CONVALIDACION_1,1,,,,
,,,,,
ACTA 5 APERTURA DE SOBRES DE CONVALIDACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 5 APERTURA SOBRE DE CONVALIDACION Y SOBRES RECEPCION CONVALIDACIONES,1,,,,
,,,,,
ACTA 5 APERTURA SOBRES DE CONVALIDACION Y SOBRE DE CONVALIDACION,1,,,,
,,,,,
ACTA-5_CALIFICACION,1,,,,
,,,,,
ACTA 5 CALIFICACION 097 09-08-2022-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 5 Calificacion batas-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 5 CALIFICACI�N DE OFERENTES,1,,,,
,,,,,
ACTA 5 Calificacion de ofertas,1,,,,
,,,,,
Acta 5 Calificaci�n de Ofertas,1,,,,
,,,,,
ACTA 5 CALIFICACI�N DE OFERTAS,1,,,,
,,,,,
ACTA 5 Calificacion de Ofertas 120,1,,,,
,,,,,
ACTA 5 Calificacion de ofertas Anexo,1,,,,
,,,,,
ACTA 5 CALIFICACION DE OFERTASS,1,,,,
,,,,,
ACTA 5 CALIFICACION OFERENTES,1,,,,
,,,,,
ACTA_5_CALIFICACION_OFERTA,1,,,,
,,,,,
ACTA 5 Calificacion OFERTA 018,1,,,,
,,,,,
acta 5 calificacion ofertas,1,,,,
,,,,,
ACTA 5 CALIFICACION OFERTAS,1,,,,
,,,,,
ACTA 5 CONOCIMIENTO OFICIO SERCOP,1,,,,
,,,,,
ACTA 5 CONOCIMIENTO RESOLUCION MODIFICATORIA Y DESIERTO,1,,,,
,,,,,
ACTA 5 CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 5 DE CALIFICACION,1,,,,
,,,,,
ACTA 5 DE CALIFICACION DE OFERTAS SIE-ABG-007-2022-signed-signed-signed,1,,,,
,,,,,
ACTA 5 DE CALIFICACION DE OFERTAS-signed-signed,1,,,,
,,,,,
ACTA 5 DE EVALUACION,1,,,,
,,,,,
Acta 5 de EVALUACION DE OFERTAS,1,,,,
,,,,,
Acta 5 de integridad y evaluacion,1,,,,
,,,,,
ACTA 5 DE NEGOCIACION,1,,,,
,,,,,
ACTA 5 DE PUJA,1,,,,
,,,,,
ACTA 5 DESIERTO TRANSPORTE-signed-signed-signed-signed,1,,,,
,,,,,
Acta 5 evaluacion de ofertas,1,,,,
,,,,,
ACTA 5 EVALUACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
Acta 5 Negociaci�n,1,,,,
,,,,,
Acta 5ok-signed-signed-signed-signed-signed.pdf,1,,,,
,,,,,
ACTA 5 RESPUESTA AL SERCOP DE LA COMISION TECNICA,1,,,,
,,,,,
Acta 5 Verficacion Habilidades SOCE,1,,,,
,,,,,
ACTA 5 Y SOBRES RECEPCION DE CONVALIDACION-1,1,,,,
,,,,,
Acta 64-PROCESODESIERTO,1,,,,
,,,,,
ACTA 6 CONVALIDACION DE ERRORES,1,,,,
,,,,,
ACTA 6 DESCARGOS-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 6 EVALUACION Y CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 6 INFORME DE RECOMENDACION,1,,,,
,,,,,
ACTA 6 INFORME NEGOCIACION,1,,,,
,,,,,
ACTA 6 RECOMENDACION DESIERTO,1,,,,
,,,,,
ACTA 6 SUPENSION DEL PROCESO,1,,,,
,,,,,
ACTA 6 SUSPENCION DEL PROCEDIMIENTO,1,,,,
,,,,,
ACTA 6 SUSPENSION DEL PROCESO,1,,,,
,,,,,
ACTA 6 SUSPENSION PROCEDIMIENTO,1,,,,
,,,,,
Acta 76,1,,,,
,,,,,
ACTA 7 CONOCIMIENTO OFICIO SERCOP 3 DE JUNIO DEL 2021 F-signed-signed-signed-signed,1,,,,
,,,,,
ACTA 7 CONOCIMIENTO OFICIO SERCOP 5771,1,,,,
,,,,,
Acta 7 conocimiento oficio SERCOP y rec Desierto,1,,,,
,,,,,
ACTA 7 CONOCIMIENTO Y RESOLUCION DE INCIDENCIAS,1,,,,
,,,,,
ACTA 7 DESIERTO,1,,,,
,,,,,
ACTA 7 INFORME DE CALIFICACION DE OFERTAS,1,,,,
,,,,,
ACTA 7 SUSPENSION PROCEDIMIENTO,1,,,,
,,,,,
ACTA 8 CONCOCIMIENTO OFICO SERCOP OCTUBRE,1,,,,
,,,,,
Acta 8 Conocimiento f-signed-signed-signed-signed,1,,,,
,,,,,
Acta 9000 libros Rumazo,1,,,,
,,,,,
Acta 98 Desierto Proceso MC-ALUMINIO-51-09,1,,,,
,,,,,
ACTA ACEPTACION CONVALIDACION DE ERRORES,1,,,,
,,,,,
Acta Aclaraci�n,1,,,,
,,,,,
ACTA ACLARACIONES,1,,,,
,,,,,
ACTA ACLARATORIA AL ACTA DE CALIFICACION,1,,,,
,,,,,
ACTA ACLARATORIA COMISION,1,,,,
,,,,,
Acta aclaratoria comisi�n informe t�cnico,1,,,,
,,,,,
ACTA ACLARATORIA DE DESIERTO,1,,,,
,,,,,
ACTA ACLARATORIA DE EXPERIENCIA,1,,,,
,,,,,
ACTA ACLARATORIA DE EXPERIENCIA GENERAL,1,,,,
,,,,,
ACTA ACLARATORIA GENERAL DE LAS SESIONES Y SUSCRIPCION DE ACTAS,1,,,,
,,,,,
ACTA ACLARATORIA N1,1,,,,
,,,,,
acta adjudicaci�n,1,,,,
,,,,,
ACTA ADMINISTRATIVA DE DESIERTO,1,,,,
,,,,,
ACTA ADMINISTRATIVO DE NULIDAD,1,,,,
,,,,,
ACTA AMPLIACION DOS,1,,,,
,,,,,
Acta an�lisis convalidaciones,1,,,,
,,,,,
ACTA ANALISIS OFICIO ADM-015-2018,1,,,,
,,,,,
ACTA ANALISIS OFICIO DPT-2017-027,1,,,,
,,,,,
ACTA ANALISIS SUSPENSION,1,,,,
,,,,,
Acta apertura,1,,,,
,,,,,
Acta_apertura,1,,,,
,,,,,
acta apertura anexo,1,,,,
,,,,,
Acta apertura calificacion,1,,,,
,,,,,
acta apertura calificacion informes,1,,,,
,,,,,
